,,,,,,,
STATE ABBREVIATION,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY
NC,10,H4NC10047,(I),Patrick,McHenry,"McHenry, Patrick",REP
NC,10,H0NC01036,,"Albert Lee, Jr.",Wiley,"Wiley, Albert Lee, Jr.",REP
,,,,,,,
NC,11,H6NC11198,,Rick,Bryson,"Bryson, Rick",DEM
NC,11,H4NC11086,,Tom,Hill,"Hill, Tom",DEM
NC,11,H2NC11080,(I),Mark,Meadows,"Meadows, Mark",REP
,,,,,,,
NC,12,H4NC12100,(I),Alma,Adams,"Adams, Alma",DEM
NC,12,H6NC12055,,Tricia,Cotham,"Cotham, Tricia",DEM
NC,12,H6NC12063,,Carla D.,Cunningham,"Cunningham, Carla D.",DEM
NC,12,H4NC12084,,Malcolm,Graham,"Graham, Malcolm",DEM
NC,12,H4NC05260,,Gardenia,Henley,"Henley, Gardenia",DEM
NC,12,H6NC12071,,Rick,Miller,"Miller, Rick",DEM
NC,12,H4NC12068,,Rodney W.,Moore,"Moore, Rodney W.",DEM
NC,12,H6NC12030,,Ryan,Duffie,"Duffie, Ryan",REP
NC,12,H4NC12142,,Leon,Threatt,"Threatt, Leon",REP
NC,12,H6NC12089 ,,Paul,Wright,"Wright, Paul",REP
,,,,,,,
NC,13,H4NC06136,,Bruce,Davis,"Davis, Bruce",DEM
NC,13,H6NC13152,,Mazie,Ferguson,"Ferguson, Mazie",DEM
NC,13,H6NC13210,,Kevin D.,Griffin,"Griffin, Kevin D.",DEM
NC,13,H6NC13160 ,,Bob,Isner,"Isner, Bob",DEM
NC,13,H6NC03179,,Dan,Barrett,"Barrett, Dan",REP
NC,13,H6NC13087,,John,Blust,"Blust, John",REP
NC,13,H6NC13053,,Andrew C.,Brock,"Brock, Andrew C.",REP
NC,13,H6NC13129,,Ted,Budd,"Budd, Ted",REP
NC,13,H6NC02122,,Kay,Daly,"Daly, Kay",REP
NC,13,H6NC13111,,Kathy,Feather,"Feather, Kathy",REP
NC,13,H6NC13178,,Chad A.,Gant,"Gant, Chad A.",REP
NC,13,H6NC13095,,Hank,Henning,"Henning, Hank",REP
NC,13,H6NC13137,,Julia Craven,Howard,"Howard, Julia Craven",REP
NC,13,H6NC13079,,Matthew J.,McCall,"McCall, Matthew J.",REP
NC,13,H6NC13061,,Vernon,Robinson,"Robinson, Vernon",REP
NC,13,H6NC09176,,George,Rouco,"Rouco, George",REP
NC,13,H6NC13103,,Farren K. ,Shoaf,"Shoaf, Farren K. ",REP
NC,13,H6NC13186,,Jim,Snyder,"Snyder, Jim",REP
NC,13,H6NC13194 ,,David W. ,Thompson,"Thompson, David W. ",REP
NC,13,H6NC13145,,Jason A.,Walser,"Walser, Jason A.",REP
NC,13,H6NC13202,,Harry,Warren,"Warren, Harry",REP
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,PARTY KEY
,,,,,,,DEM = Democratic
,,,,,,,REP = Republican
,,,,,,,LIB= Libertarian
