,,,,,,,
STATE ABBREVIATION,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY
NJ,10,H2NJ10154,(I),"Donald M., Jr.",Payne,"Payne, Donald M., Jr.",DEM
NJ,10,H0NJ10133,,David H.,Pinckney,"Pinckney, David H.",REP
NJ,10,H4NJ10085,,Aaron Walter,Fraser,"Fraser, Aaron Walter",NBP
NJ,10,H0NJ10182,,Joanne,Miller,"Miller, Joanne",WOP
,,,,,,,
NJ,11,H6NJ11138,,Joseph M.,Wenzel,"Wenzel, Joseph M.",DEM
NJ,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",REP
NJ,11,H6NJ11161,,Jeff,Hetrick,"Hetrick, Jeff",LIB
NJ,11,H6NJ11153,,Thomas,Depasquale,"Depasquale, Thomas",FI
,,,,,,,
NJ,12,H4NJ12149,(I),Bonnie Watson,Coleman,"Coleman, Bonnie Watson",DEM
NJ,12,H6NJ12201,,Steven J.,Uccio,"Uccio, Steven J.",REP
NJ,12,H8NJ04154,,Steven  ,Welzer,"Welzer, Steven  ",GRE
NJ,12,H6NJ12219,,Thomas ,Fitzpatrick,"Fitzpatrick, Thomas ",LIB
NJ,12, H6NJ12227,,Michael R.,Bollentin,"Bollentin, Michael R.",WTP
NJ,12,H2NJ03191,,R. Edward,Forchion,"Forchion, R. Edward",LMP
NJ,12,H6NJ12235,,Robert,Shapiro,"Shapiro, Robert",TED
,,,,,,,
,,,,,,,
,,,,,,,PARTY KEY
,,,,,,,DEM = Democratic
,,,,,,,AO = Americanindependents.org
,,,,,,,CON = Constitution
,,,,,,,CRV = Conservative
,,,,,,,EG = Economic Growth
,,,,,,,FI = Financial Independence
,,,,,,,FPR = For Political Revolution
,,,,,,,GRE = Green
,,,,,,,LIB = Libertarian
,,,,,,,LMP = Legalize Marijuana Party
,,,,,,,MGW = Make Government Work
,,,,,,,NBP = New Beginning's
,,,,,,,NSA = NSA Did 911
,,,,,,,PIP = People's Independent Progressive
,,,,,,,REP = Republican
,,,,,,,RNN = Representing the 99%
,,,,,,,TED = Teddy Roosevelt Progressive
,,,,,,,WDB = We Deserve Better
,,,,,,,WOP = Women of Power
,,,,,,,WTP = We the People
,,,,,,,WUA = Wake Up America
